request_id,task_id,session_id,sequence_id,session_type,session_id_source,turn_number,turn_number_source,model,stream,path,prefix_hash,full_hash,sequence_root,num_messages,prompt_chars,ts_request_in,ts_first_byte,ts_last_byte,status_code,prompt_tokens,completion_tokens,cached_tokens,usage_source,stream_chunks,error,e2e_s,ttft_s,itl_s,streamed,gap_s,context_growth_tokens,is_resumption,prefix_seen_before,exact_resend,branch_factor,is_condensation,context_shrink_tokens,fanout,sequence_role,shared_prefix_msgs,shared_prefix_chars,shared_prefix_frac,ts,kv_cache_utilization,queue_depth,running_requests,eviction_events,eviction_events_window,prompt_tokens_total,prompt_tokens_total_delta,generation_tokens_total,generation_tokens_total_delta,prefix_cache_hit_rate,prefix_cache_hit_rate_reported,engine
6aae9c6f-39d5-49e4-8820-f870480ff667,astropy__astropy-12907,astropy__astropy-12907,a78f6a7b1fb8fec7dc7851f95dcc8e9d9f939fdaf8186e1ffeb1515daf0919c2,agentic,header,1,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,5ad7fa9fa81a6ab9abc66f6e85f103aaf4e074e808a3c35a26e7b646ecc985ed,8c032ffabe88ed352af812dde17a67a9c572916a5419b44594ec7ba28dfe0fcc,a78f6a7b1fb8fec7dc7851f95dcc8e9d9f939fdaf8186e1ffeb1515daf0919c2,4,21357,1784110760.1221466,1784110780.3647516,1784110780.3647516,200,8327.0,627.0,,response,,,20.242604970932007,,,False,0.0899803638458252,837.0,True,False,False,1,False,,1,root,2,16722,0.7829751369574378,1784110756.161,0.1483620327593448,0,5,0,0.0,2405322,8688.0,56869,754.0,0.9871086556169429,,vllm
252542de-ccf2-4cd2-8e59-8a27a9e88e1d,astropy__astropy-6938,astropy__astropy-6938,df377ff40f6e4cf8e29ec7ca8f82a4d242c0ee10ebd60e23f775e986e0cceb73,agentic,header,2,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,de2e41b0a189b2c03231deb6a4a5e9ab325c1b506ebae3252d3564cdae6fb6e8,10c0922de795a68de37b2732c9572cbff656ef70c7754cbb80b2b5044f0e0733,df377ff40f6e4cf8e29ec7ca8f82a4d242c0ee10ebd60e23f775e986e0cceb73,6,21079,1784110766.4716163,1784110782.1673505,1784110782.1673505,200,8378.0,477.0,,response,,,15.69573426246643,,,False,0.9697976112365723,390.0,True,False,False,1,False,,1,root,2,15943,0.7563451776649747,1784110766.161,0.1514069718605627,0,5,0,0.0,2446251,16024.0,58396,810.0,0.9972379008046115,,vllm
d1b6fa76-795b-4d20-a5f7-a415ae5a7619,astropy__astropy-7746,astropy__astropy-7746,5218737fd66feb458bee93bdcdad695f1b59545c10c12cdd753c442aa2903b8f,agentic,header,2,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,b39a23f9db1553ba27e7eaeac8d0da169f570f61b61eff3f78fab1fbb4126219,b087f8c5262a82757289a7977ca0b44f087a6648afb8738e9a047fa83a2a7115,5218737fd66feb458bee93bdcdad695f1b59545c10c12cdd753c442aa2903b8f,6,23190,1784110769.8686786,1784110779.553073,1784110779.553073,200,8945.0,292.0,,response,,,9.684394359588623,,,False,0.043493032455444336,454.0,True,False,False,1,False,,1,root,2,17549,0.7567485985338508,1784110766.161,0.1514069718605627,0,5,0,0.0,2446251,16024.0,58396,810.0,0.9972379008046115,,vllm
96c990e3-ca9e-4cf3-b2a6-833e1940b2cb,astropy__astropy-14995,astropy__astropy-14995,b0467d3192bf7bc69370318e05919da10a8b2c800ed75c9d23fa26cd45819d1d,agentic,header,2,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,33f4cad0851f44439d14818c48fa9bcb804cc5b87d9447345c8353bc79e4a09b,6b33b9a5f16ef706774001bdacdbf05f7631b8708cfaaccacd1ceac3a6346037,b0467d3192bf7bc69370318e05919da10a8b2c800ed75c9d23fa26cd45819d1d,6,23707,1784110770.6541674,1784110792.1171455,1784110792.1171455,200,9160.0,630.0,,response,,,21.46297812461853,,,False,10.84220004081726,472.0,True,False,False,1,False,,1,root,2,17981,0.7584679630488885,1784110766.161,0.1514069718605627,0,5,0,0.0,2446251,16024.0,58396,810.0,0.9972379008046115,,vllm
178bf94a-537d-4378-b21f-ec07626c49df,astropy__astropy-14182,astropy__astropy-14182,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,agentic,header,1,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,b7834958c0b58f2c28e5ad70896f512882d67b0262104cdcc45d8ccbbc0314a0,d4c5b3d9e9ffc0fcf02e6b9f1ad6f419a564841173aeaa79f87b96c6c6ca4fcc,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,4,20282,1784110776.7741778,1784110795.048515,1784110795.048515,200,8285.0,530.0,,response,,,18.27433729171753,,,False,0.06106734275817871,588.0,True,False,False,1,False,,1,root,2,17387,0.8572625973769845,1784110776.161,0.1643217135657286,0,5,0,0.0,2472734,18105.0,59799,706.0,0.9862468931234466,,vllm
8819417f-8f18-4718-a1ce-423c571ef07e,astropy__astropy-7746,astropy__astropy-7746,5218737fd66feb458bee93bdcdad695f1b59545c10c12cdd753c442aa2903b8f,agentic,header,3,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,cb95e8b7aed4a228faf51aaeba1b07cf12499d1145adbd07f0cce89f5059ce83,7612fc297beddfbd20fd887cee83d6ee1a6592649e95e761164deb61c31497ae,5218737fd66feb458bee93bdcdad695f1b59545c10c12cdd753c442aa2903b8f,8,24806,1784110779.6142602,1784110791.7926886,1784110791.7926886,200,9301.0,351.0,,response,,,12.178428411483765,,,False,0.0611872673034668,356.0,True,False,False,1,False,,1,root,2,17549,0.7074498105297106,1784110776.161,0.1643217135657286,0,5,0,0.0,2472734,18105.0,59799,706.0,0.9862468931234466,,vllm
de6eaf63-63aa-4d52-8dad-13254a44b827,astropy__astropy-14365,astropy__astropy-14365,9f8a0de124a202e342ec6c909134912a8a18df1147a3f401a33307e56bc0fce0,agentic,header,2,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,bb0fe278363f0a145c5c97a7beb7f733403f70d0b1bf8d89c3bd7a9229bd43cc,b3d78b5a11831eb97967580b8fc2d4be1743ba2f29fdcbc029b686fa7cc55741,9f8a0de124a202e342ec6c909134912a8a18df1147a3f401a33307e56bc0fce0,6,22502,1784110779.948307,1784110797.647928,1784110797.647928,200,8853.0,508.0,,response,,,17.699620962142944,,,False,13.866288423538208,427.0,True,False,False,1,False,,1,root,2,16831,0.7479779575148876,1784110776.161,0.1643217135657286,0,5,0,0.0,2472734,18105.0,59799,706.0,0.9862468931234466,,vllm
162a9925-a900-42b7-9ba7-015d5542558f,astropy__astropy-12907,astropy__astropy-12907,a78f6a7b1fb8fec7dc7851f95dcc8e9d9f939fdaf8186e1ffeb1515daf0919c2,agentic,header,2,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,91ed16d875dc30e4a9535c02301b412fdacffbb6fb87939d32c69f3f2ab4fb81,55e09ec76aa8440cd9f2c5c532ad069a893bfa0abe063e5f726606d43bf63962,a78f6a7b1fb8fec7dc7851f95dcc8e9d9f939fdaf8186e1ffeb1515daf0919c2,6,25136,1784110781.340105,1784110802.9699428,1784110802.9699428,200,9047.0,499.0,,response,,,21.62983775138855,,,False,0.975353479385376,720.0,True,False,False,1,False,,1,root,2,16722,0.6652609802673456,1784110781.161,0.1695716085678286,0,5,0,0.0,2481019,8285.0,60560,761.0,0.9964996982498491,,vllm
fe09ed2d-48d8-4fda-a9df-b636f68e9f49,astropy__astropy-6938,astropy__astropy-6938,df377ff40f6e4cf8e29ec7ca8f82a4d242c0ee10ebd60e23f775e986e0cceb73,agentic,header,3,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,5c6d77e2446cef8284c91f44baf95068d4d1b0ff9f89fd76f4a103900744851f,35356d59c8457aa94d8dbd09bf096fb7b3961709b6f2aa6a2045b96731631f28,df377ff40f6e4cf8e29ec7ca8f82a4d242c0ee10ebd60e23f775e986e0cceb73,8,23648,1784110782.8819,1784110806.5480733,1784110806.5480733,200,8943.0,552.0,,response,,,23.666173219680786,,,False,0.7145495414733887,565.0,True,False,False,1,False,,1,root,2,15943,0.6741796346414073,1784110781.161,0.1695716085678286,0,5,0,0.0,2481019,8285.0,60560,761.0,0.9964996982498491,,vllm
5bfb8e20-1e21-468a-9078-07ce560e4830,astropy__astropy-7746,astropy__astropy-7746,5218737fd66feb458bee93bdcdad695f1b59545c10c12cdd753c442aa2903b8f,agentic,header,4,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,2522e6a87c7430682c2f9d54c39e911c21a51894d6199c98aa8c6cbc6c677a99,8e339eb3c4d6712aab39554eda4aa542c00d0b7f2d9aed714e7f52b442256661,5218737fd66feb458bee93bdcdad695f1b59545c10c12cdd753c442aa2903b8f,10,26614,1784110791.8473306,1784110818.261669,1784110818.261669,200,9718.0,496.0,,response,,,26.41433835029602,,,False,0.0546419620513916,417.0,True,False,False,1,False,,1,root,2,17549,0.6593897948448185,1784110791.161,0.2091558168836623,0,6,0,0.0,2517163,0.0,62196,894.0,,,vllm
be667757-6754-4d8b-a726-67a1413adec6,astropy__astropy-14995,astropy__astropy-14995,b0467d3192bf7bc69370318e05919da10a8b2c800ed75c9d23fa26cd45819d1d,agentic,header,3,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,34eed11bca2609cf2624d5d9d09c00dea1c6e45d49a26031cf5ed770448e1f11,5abb9b6c17a290b2b8ddca6cabbc58e00dacd79abc4e2ecdadca31093cd7cfe6,b0467d3192bf7bc69370318e05919da10a8b2c800ed75c9d23fa26cd45819d1d,8,27020,1784110792.1819272,1784110802.45238,1784110802.45238,200,9898.0,169.0,,response,,,10.270452737808228,,,False,0.06478166580200195,738.0,True,False,False,1,False,,1,root,2,17981,0.6654700222057734,1784110791.161,0.2091558168836623,0,6,0,0.0,2517163,0.0,62196,894.0,,,vllm
a77a701b-5cd2-45ca-894e-0a1c27887ca6,astropy__astropy-14182,astropy__astropy-14182,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,agentic,header,2,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,2510421c9f631f3447834ed653c0f178d5dac6258aa02ce6dd70a5a59edee976,f769852969484963ac6d2da9ef22526ad16d3c45862c1306ffbef8e01f473ff1,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,6,23196,1784110796.0266979,1784110825.2795718,1784110825.2795718,200,8893.0,536.0,,response,,,29.25287389755249,,,False,0.9781827926635742,608.0,True,False,False,1,False,,1,root,2,17387,0.7495688911881359,1784110791.161,0.2091558168836623,0,6,0,0.0,2517163,0.0,62196,894.0,,,vllm
a4e9b781-6ab2-4829-9d27-ab0e51923500,astropy__astropy-14995,astropy__astropy-14995,b0467d3192bf7bc69370318e05919da10a8b2c800ed75c9d23fa26cd45819d1d,agentic,header,4,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,6bb83cb2ec0004ae6845558bb4570ca5c6dc9495517d5600a22b7d17caefeace,069d7f55fe0dd6e127a30b058da252c96ffddff78f3aba9bbbb88c86918d70a4,b0467d3192bf7bc69370318e05919da10a8b2c800ed75c9d23fa26cd45819d1d,10,28277,1784110803.1659935,1784110813.2288046,1784110813.2288046,200,10164.0,168.0,,response,,,10.062811136245728,,,False,0.7136135101318359,266.0,True,False,False,1,False,,1,root,2,17981,0.635887824026594,1784110801.161,0.2342503149937,0,6,0,0.0,2545672,8893.0,63742,698.0,0.7241984367522731,,vllm
e4ab8a72-73a1-4b6e-af52-c67448f579da,astropy__astropy-12907,astropy__astropy-12907,a78f6a7b1fb8fec7dc7851f95dcc8e9d9f939fdaf8186e1ffeb1515daf0919c2,agentic,header,3,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,6e949b05212bad94b1844857fc5731a7e5d2a782967614b98919b030e233245b,22a282866d7725977bf1f456e3cb66be3f5d01adcaabb3d641ffd412ddc5efc6,a78f6a7b1fb8fec7dc7851f95dcc8e9d9f939fdaf8186e1ffeb1515daf0919c2,8,28222,1784110803.682458,1784110821.8090656,1784110821.8090656,200,9645.0,375.0,,response,,,18.126607656478882,,,False,0.712515115737915,598.0,True,False,False,1,False,,1,root,2,16722,0.592516476507689,1784110801.161,0.2342503149937,0,6,0,0.0,2545672,8893.0,63742,698.0,0.7241984367522731,,vllm
af8e681e-f01a-427f-a411-2598aa4862bd,astropy__astropy-14995,astropy__astropy-14995,b0467d3192bf7bc69370318e05919da10a8b2c800ed75c9d23fa26cd45819d1d,agentic,header,5,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,9cd4c9ca03aea7cf1d83ec0a8d3efa7b8ea5d5e069b1f1c48162d81101434b9c,09a63ce644907d2b1dbbbf2b78dae6c673f94faa26d38aa907811bd8be369008,b0467d3192bf7bc69370318e05919da10a8b2c800ed75c9d23fa26cd45819d1d,12,29756,1784110813.9401126,1784110822.5528283,1784110822.5528283,200,10479.0,219.0,,response,,,8.612715721130371,,,False,0.7113080024719238,315.0,True,False,False,1,False,,1,root,2,17981,0.6042814894475064,1784110811.161,0.2985090298194036,0,6,0,0.0,2581664,9645.0,64455,516.0,0.7598657932577089,,vllm
b9c85b03-f624-40fa-907c-8a7145dd10eb,astropy__astropy-6938,astropy__astropy-6938,df377ff40f6e4cf8e29ec7ca8f82a4d242c0ee10ebd60e23f775e986e0cceb73,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,df377ff40f6e4cf8e29ec7ca8f82a4d242c0ee10ebd60e23f775e986e0cceb73,df377ff40f6e4cf8e29ec7ca8f82a4d242c0ee10ebd60e23f775e986e0cceb73,2,15943,1784111589.6004345,1784111610.5358253,1784111610.5358253,200,7283.0,671.0,,response,,,20.93539071083069,,,False,783.0523612499237,-1660.0,True,True,True,1,True,1660.0,1,root,2,15943,1.0,1784111586.161,0.0,0,0,0,0.0,2854114,0.0,76750,0.0,,,vllm
87f3e45d-79e6-478d-b1a1-54537d2d7976,astropy__astropy-14995,astropy__astropy-14995,b0467d3192bf7bc69370318e05919da10a8b2c800ed75c9d23fa26cd45819d1d,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,b0467d3192bf7bc69370318e05919da10a8b2c800ed75c9d23fa26cd45819d1d,b0467d3192bf7bc69370318e05919da10a8b2c800ed75c9d23fa26cd45819d1d,2,17981,1784111589.7206454,1784111669.7829082,1784111669.7829082,200,7916.0,2171.0,,response,,,80.0622627735138,,,False,767.1678171157837,-2563.0,True,True,True,1,True,2563.0,1,root,2,17981,1.0,1784111586.161,0.0,0,0,0,0.0,2854114,0.0,76750,0.0,,,vllm
77cd517d-7255-4d00-946a-ce689463f95e,astropy__astropy-14365,astropy__astropy-14365,9f8a0de124a202e342ec6c909134912a8a18df1147a3f401a33307e56bc0fce0,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,9f8a0de124a202e342ec6c909134912a8a18df1147a3f401a33307e56bc0fce0,9f8a0de124a202e342ec6c909134912a8a18df1147a3f401a33307e56bc0fce0,2,16831,1784111592.8470366,1784111611.226452,1784111611.226452,200,7634.0,573.0,,response,,,18.37941551208496,,,False,795.1991086006165,-1219.0,True,True,True,1,True,1219.0,1,root,2,16831,1.0,1784111591.161,0.0,0,0,0,0.0,2854114,0.0,76750,0.0,,,vllm
910138a8-83c8-4cf8-ac4d-2b32fe3ce04c,astropy__astropy-12907,astropy__astropy-12907,a78f6a7b1fb8fec7dc7851f95dcc8e9d9f939fdaf8186e1ffeb1515daf0919c2,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,a78f6a7b1fb8fec7dc7851f95dcc8e9d9f939fdaf8186e1ffeb1515daf0919c2,a78f6a7b1fb8fec7dc7851f95dcc8e9d9f939fdaf8186e1ffeb1515daf0919c2,2,16722,1784111593.0715969,1784111616.356191,1784111616.356191,200,7490.0,723.0,,response,,,23.28459405899048,,,False,771.2625312805176,-2155.0,True,True,True,1,True,2155.0,1,root,2,16722,1.0,1784111591.161,0.0,0,0,0,0.0,2854114,0.0,76750,0.0,,,vllm
c8c46b17-d011-4b20-a0ce-1f12489ba52d,astropy__astropy-14182,astropy__astropy-14182,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,agentic,header,0,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,1d2da6d0569d145a76672d5d42cb581828ec69f47407eb003768aa6c8f9e493d,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,1efce8181c2659eba7f6972f4c731cc6890c31114a81bffff3f35ff3927a0428,2,17387,1784111593.8817995,1784111695.6058836,1784111695.6058836,200,7697.0,2619.0,,response,,,101.72408413887024,,,False,768.6022276878357,-1196.0,True,True,True,1,True,1196.0,1,root,2,17387,1.0,1784111591.161,0.0,0,0,0,0.0,2854114,0.0,76750,0.0,,,vllm
21f0946b-967c-4cc1-bcc0-2640d2b50dc8,astropy__astropy-7746,astropy__astropy-7746,5218737fd66feb458bee93bdcdad695f1b59545c10c12cdd753c442aa2903b8f,agentic,header,1,proxy,Qwen/Qwen3-32B-FP8,False,/v1/chat/completions,d11aacf6584040cd37b5a48736143bcd2a2d3aea430281dcd857f44033e57d8d,aded09dd43a653f06baee9fe7c03f7081aac75417f0822fa9ac29c25b849d6dc,5218737fd66feb458bee93bdcdad695f1b59545c10c12cdd753c442aa2903b8f,4,20360,1784111609.1100564,1784111629.0834637,1784111629.0834637,200,8324.0,601.0,,response,,,19.97340726852417,,,False,790.8483874797821,-1394.0,True,False,False,1,True,1394.0,1,root,2,17549,0.8619351669941061,1784111606.161,0.1612767744645107,0,6,0,0.0,2899913,0.0,78997,948.0,,,vllm
